BRAND,MODEL,VARIAN,TYPE MODEL,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,TOTAL_2025
WULING,Darion,PHEV EX (Lux+),Darion PHEV EX,0,0,0,0,0,0,0,0,0,0,7,161,168
WULING,New Air EV,Lite 200 KM,New Air ev Lite 200KM,49,60,12,47,25,27,26,12,4,19,17,36,334
WULING,New Air EV,Lite 300 KM,New Air ev Lite 300KM,85,280,224,288,288,314,142,37,53,86,172,387,2356
WULING,New Air EV,Pro 300 KM,New Air ev Pro 300KM,0,194,226,210,106,33,116,117,76,13,21,61,1173
WULING,New Almaz RS,Hybrid,Almaz RS Hybrid,0,0,0,0,0,0,0,0,0,0,0,0,0
WULING,New Almaz RS,Hybrid (HEV),New Almaz HEV,6,10,29,3,4,2,10,3,2,3,1,15,88
WULING,New Almaz RS,RS Pro,New Almaz RS Pro,11,15,38,8,3,1,8,2,10,1,1,2,100
WULING,New BinguoEV,Lite (333km),New Binguo Lite,0,0,0,0,0,0,350,503,505,474,207,82,2121
WULING,New BinguoEV,Pro (333km),New Binguo Pro,0,0,0,0,0,0,15,220,56,151,159,69,670
WULING,New Cloud EV,Lite (460km),New Cloud Lite,0,0,67,97,171,11,142,13,23,80,56,98,758
WULING,New Cloud EV,Pro (460km),New Cloud Pro,0,360,188,58,248,14,139,161,93,108,14,1,1384
WULING,New Confero S,1.5C MT (Lux),New Confero S 1.5C,0,0,0,0,0,0,0,0,0,0,0,1,1
WULING,New Confero S,1.5L MT (Lux+),New Confero S 1.5L,0,0,0,0,0,0,0,0,0,0,0,1,1
WULING,New Cortez,1.5 CE CVT,Cortez 1.5 CE,0,0,1,0,0,5,12,13,6,0,40,25,102
WULING,New Cortez,1.5 EX CVT,Cortez 1.5 EX,25,53,191,27,50,29,27,20,25,8,65,41,561
XPENG,G6,Standard Range,G6 Standard Range (4x2) A/T,0,0,0,0,0,0,27,59,15,4,12,6,123
XPENG,X9,Long Range Pro,X9 Long Range Pro (4x2) A/T,0,0,0,0,0,0,14,88,13,24,25,92,256
XPENG,X9,Long Range Pro+,X9 Long Range Pro+ (4x2) A/T,0,0,0,0,0,0,20,9,63,72,96,225,485
XPENG,X9,Standard Range Pro,X9 Standard Range Pro (4x2) A/T,0,0,0,0,0,0,9,21,0,0,0,0,30
